Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Correspondence Address,Publisher
"Kurdi H., Ezzat F., Altoaimy L., Ahmed S.H., Youcef-Toumi K.","24071124200;57204066523;56429634400;55389144500;57213685765;","MultiCuckoo: Multi-cloud service composition using a cuckoo-inspired algorithm for the internet of things applications",2018,"IEEE Access","6",, 8476294,"56737","56749",,13,"10.1109/ACCESS.2018.2872744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054356892&doi=10.1109%2fACCESS.2018.2872744&partnerID=40&md5=f6f9054cce5773b795afa7d7f4374ff7","Computer Science Department, King Saud University, Riyadh, 11495, Saudi Arabia; Mechanical Engineering Department, Massachusetts Institute of Technology, Cambridge, MA  02139, United States; Information Technology Department, King Saud University, Riyadh, 11495, Saudi Arabia; Department of Computer Science, Georgia Southern University, Statesboro, GA  30460, United States","Kurdi, H., Computer Science Department, King Saud University, Riyadh, 11495, Saudi Arabia, Mechanical Engineering Department, Massachusetts Institute of Technology, Cambridge, MA  02139, United States; Ezzat, F., Computer Science Department, King Saud University, Riyadh, 11495, Saudi Arabia; Altoaimy, L., Information Technology Department, King Saud University, Riyadh, 11495, Saudi Arabia; Ahmed, S.H., Department of Computer Science, Georgia Southern University, Statesboro, GA  30460, United States; Youcef-Toumi, K., Mechanical Engineering Department, Massachusetts Institute of Technology, Cambridge, MA  02139, United States","Cloud computing; Cuckoo-inspired algorithm; Internet of things; IoT; Service composition","Benchmarking; Birds; Cloud computing; Combinatorial optimization; Computational complexity; Distributed database systems; Optimization; Quality of service; Web services; Benchmark testing; Bio-inspired algorithms; Cloud computing services; Combinatorial optimization algorithm; Internet of Things (IOT); Internet of things applications; Service compositions; Time factors; Internet of things","Deanship of Scientific Research, King Saud University","This work was supported by the King Saud UniversityŠs Deanship of Scientific Research through Research Group no RG-1438-002.",,,"Kurdi, H.; Computer Science Department, Saudi Arabia; email: hkurdi@ksu.edu.sa","Institute of Electrical and Electronics Engineers Inc."
"Tourtounis D., Mitianoudis N., Sirakoulis G.C.","57195508611;55946387600;6603624934;","Salt-n-pepper noise filtering using cellular automata",2018,"Journal of Cellular Automata","13","1-2",,"81","101",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028533772&partnerID=40&md5=5a8b9c7292bd44bad3aceadf0bd57c76","Democritus University of Thrace (DUTh), Department of Electrical and Computer Engineering, University Campus DUTh, Xanthi, 671 00, Greece","Tourtounis, D., Democritus University of Thrace (DUTh), Department of Electrical and Computer Engineering, University Campus DUTh, Xanthi, 671 00, Greece; Mitianoudis, N., Democritus University of Thrace (DUTh), Department of Electrical and Computer Engineering, University Campus DUTh, Xanthi, 671 00, Greece; Sirakoulis, G.C., Democritus University of Thrace (DUTh), Department of Electrical and Computer Engineering, University Campus DUTh, Xanthi, 671 00, Greece","Cellular automata; Image denoising; Salt-n-pepper noise","Cellular automata; Image processing; Spurious signal noise; Bio-inspired computing; Computational burden; Computational tools; High noise levels; Inherent parallelism; Local connectivity; Pepper noise; Quantitative result; Image denoising",,,,,"Sirakoulis, G.C.; Democritus University of Thrace (DUTh), Greece; email: gsirak@ee.duth.gr","Old City Publishing"
"Sen D., Kankanhalli M.S.","16032436800;7003629165;","Early biological vision inspired system for salience computation in images",2018,"Multidimensional Systems and Signal Processing","29","1",,"137","184",,,"10.1007/s11045-016-0456-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989167901&doi=10.1007%2fs11045-016-0456-6&partnerID=40&md5=7672cf8b6e7ba865fd40540b41c7008f","Department of Electronics and Electrical Communication Engineering, Indian Institute of Technology, Kharagpur, 721302, India; School of Computing, National University of Singapore, Singapore, 117417, Singapore","Sen, D., Department of Electronics and Electrical Communication Engineering, Indian Institute of Technology, Kharagpur, 721302, India; Kankanhalli, M.S., School of Computing, National University of Singapore, Singapore, 117417, Singapore","Bio-inspired signal processing; Early visual system; Eye fixation; Visual salience","Computation theory; Bio-inspired signal processing; Biological visions; Computation systems; Eye fixations; Feature integration theories; Visual salience; Visual systems; Visual-processing; Signal processing",,,,,"Sen, D.; Department of Electronics and Electrical Communication Engineering, India; email: dsen@ece.iitkgp.ernet.in","Springer New York LLC"
"Stolfi D.H., Alba E.","55837901400;7007101440;","Epigenetic algorithms: A New way of building GAs based on epigenetics",2018,"Information Sciences","424",,,"250","272",,2,"10.1016/j.ins.2017.10.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030842751&doi=10.1016%2fj.ins.2017.10.005&partnerID=40&md5=49cf01ad0ed98fd6ca69a74b8f48182d","Departamento de Lenguajes y Ciencias de la Computación, University of Malaga, Spain","Stolfi, D.H., Departamento de Lenguajes y Ciencias de la Computación, University of Malaga, Spain; Alba, E., Departamento de Lenguajes y Ciencias de la Computación, University of Malaga, Spain","Bio-inspiration; Epigenetics; Evolutionary algorithm; MKP","Combinatorial optimization; Evolutionary algorithms; Bio-inspiration; Bio-inspired algorithms; Complex problems; Epigenetics; Multidimensional knapsack problems; Real problems; Search technique; Problem solving","Ministerio de Educación, Cultura y Deporte

Ministerio de Economía y Competitividad","This research is partially funded by the Spanish MINECO project TIN2014-57341-R ( http://moveon.lcc.uma.es ). Daniel H. Stolfi is supported by a FPU grant (FPU13/00954) from the Spanish Ministry of Education, Culture and Sports.",,,"Stolfi, D.H.; Departamento de Lenguajes y Ciencias de la Computación, Spain; email: dhstolfi@lcc.uma.es","Elsevier Inc."
"Kumar B.S., Bharghava D., Kar A.K., Igiri C.P.","57210948184;57215917894;55911169300;57200618586;","Identification of suitable websites for digital marketing - An approach using bio-inspired computing",2018,"International Journal of Engineering and Technology(UAE)","7","1.2",,"239","245",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067270782&partnerID=40&md5=f0cfc3fae74fc6b31f01c267d3e3c998","Amity University, Jaipur, Rajasthan, India; DMS, Indian Institute of Technology, Delhi, India","Kumar, B.S., Amity University, Jaipur, Rajasthan, India; Bharghava, D., Amity University, Jaipur, Rajasthan, India; Kar, A.K., DMS, Indian Institute of Technology, Delhi, India; Igiri, C.P., Amity University, Jaipur, Rajasthan, India","Analytics; Cuckoo search; Henry garrett ranking; Internet applications; Machine learning; Metaheuristics",,,,,,"Kumar, B.S.; Amity UniversityIndia; email: mtech.sureshkumar@gmail.com","Science Publishing Corporation Inc"
"Singh D.","55541656800;","A modified bio inspired: BAT algorithm",2018,"International Journal of Applied Metaheuristic Computing","9","1",,"60","77",,4,"10.4018/IJAMC.2018010105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056699074&doi=10.4018%2fIJAMC.2018010105&partnerID=40&md5=1f5cb5b6674556719b7ab908c5a8a93c","CSE Department, JIS College of Engineering, Kalyani, India","Singh, D., CSE Department, JIS College of Engineering, Kalyani, India","ABC; ACO; BAT algorithm; Data mining; Harmony search; PSO; Statistical methods",,,,,,"Singh, D.; CSE Department, India","IGI Global"
"Alaa N.E., Zirhem M.","24558716900;56784396300;","Bio-inspired reaction diffusion system applied to image restoration",2018,"International Journal of Bio-Inspired Computation","12","2",,"128","137",,1,"10.1504/IJBIC.2018.094189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052690735&doi=10.1504%2fIJBIC.2018.094189&partnerID=40&md5=12b28904ae5527cda72e439b4d6ef140","Laboratory LAMAI, Faculty of Science and Technology, Cadi Ayyad University, Marrakech, Morocco","Alaa, N.E., Laboratory LAMAI, Faculty of Science and Technology, Cadi Ayyad University, Marrakech, Morocco; Zirhem, M., Laboratory LAMAI, Faculty of Science and Technology, Cadi Ayyad University, Marrakech, Morocco","Contrast enhancement; Fitzhugh-Nagumo model; Image restoration; Mathematical biology model; Nonlinear anisotropic diffusion; Reaction diffusion system",,,,,,"Alaa, N.E.; Laboratory LAMAI, Morocco; email: n.alaa@uca.ac.ma","Inderscience Enterprises Ltd."
"Tahir U., Hessel A.L., Lockwood E.R., Tester J.T., Han Z., Rivera D.J., Covey K.L., Huck T.G., Rice N.A., Nishikawa K.C.","57202982565;56556359100;57202983916;7004923607;57206883730;57202978920;57202995782;57202984984;57202977983;7403216356;","Case study: A bio-inspired control algorithm for a robotic foot-ankle prosthesis provides adaptive control of level walking and stair ascent",2018,"Frontiers Robotics  AI","5","APR", 36,"","",,7,"10.3389/frobt.2018.00036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050139034&doi=10.3389%2ffrobt.2018.00036&partnerID=40&md5=5aa81f77ddc7b275decf38eb3426d98a","Center for Bioengineering Innovation, Department of Biological Sciences, Northern Arizona University, Flagstaff, AZ, United States; Department of Mechanical Engineering, Northern Arizona University, Flagstaff, AZ, United States; BionX Medical Technologies Inc, Bedford, MA, United States","Tahir, U., Center for Bioengineering Innovation, Department of Biological Sciences, Northern Arizona University, Flagstaff, AZ, United States; Hessel, A.L., Center for Bioengineering Innovation, Department of Biological Sciences, Northern Arizona University, Flagstaff, AZ, United States; Lockwood, E.R., Department of Mechanical Engineering, Northern Arizona University, Flagstaff, AZ, United States; Tester, J.T., Department of Mechanical Engineering, Northern Arizona University, Flagstaff, AZ, United States; Han, Z., BionX Medical Technologies Inc, Bedford, MA, United States; Rivera, D.J., Department of Mechanical Engineering, Northern Arizona University, Flagstaff, AZ, United States; Covey, K.L., Department of Mechanical Engineering, Northern Arizona University, Flagstaff, AZ, United States; Huck, T.G., Center for Bioengineering Innovation, Department of Biological Sciences, Northern Arizona University, Flagstaff, AZ, United States; Rice, N.A., Center for Bioengineering Innovation, Department of Biological Sciences, Northern Arizona University, Flagstaff, AZ, United States; Nishikawa, K.C., Center for Bioengineering Innovation, Department of Biological Sciences, Northern Arizona University, Flagstaff, AZ, United States","Biomechanics; Level walking; Muscle model; Powered prosthesis; Preflex; Stair ascent; Trans-tibial amputation",,"National Science Foundation

National Science Foundation","The authors wish to thank Dr. Kathleen Ganley for use of the force-plate and motion capture system and Dr. Pamela Bosch for use of the treadmill and metabolic cart at the NAU-Phoenix Biomedical Campus. Kirsten Lopez, Nathanial Johnson, Shelby Martin, and Isaac Romero assisted in data collection and analysis. Drs. Zachary Lerner and Stan Lindstedt provided constructive comments on earlier versions of this manuscript. This work was supported in part by awards from the W. M. Keck Foundation, the National Science Foundation (IOS-0732949, IOS-1025806, IOS-1456868; IIP-1237878, and IIP-1521231), the Technology Research Initiative Fund of Northern Arizona University, and the Achievement Rewards for College Scientists Foundation (AH).",,,"Nishikawa, K.C.; Center for Bioengineering Innovation, United States; email: kiisa.nishikawa@nau.edu","Frontiers Media S.A."
"Al-Negheimish S., Alnuhait F., Albrahim H., Al-Mogherah S., Alrajhi M., Hosny M.","57202835469;57202838096;57202832491;57202830748;57202829110;19638353300;","An intelligent bio-inspired algorithm for the faculty scheduling problem",2018,"International Journal of Advanced Computer Science and Applications","9","5",,"151","159",,1,"10.14569/IJACSA.2018.090519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049496360&doi=10.14569%2fIJACSA.2018.090519&partnerID=40&md5=a2e094128b76bb3282468f8f9fc907f6","College of Computer and Information and Sciences, King Saud University, Riyadh, Saudi Arabia","Al-Negheimish, S., College of Computer and Information and Sciences, King Saud University, Riyadh, Saudi Arabia; Alnuhait, F., College of Computer and Information and Sciences, King Saud University, Riyadh, Saudi Arabia; Albrahim, H., College of Computer and Information and Sciences, King Saud University, Riyadh, Saudi Arabia; Al-Mogherah, S., College of Computer and Information and Sciences, King Saud University, Riyadh, Saudi Arabia; Alrajhi, M., College of Computer and Information and Sciences, King Saud University, Riyadh, Saudi Arabia; Hosny, M., College of Computer and Information and Sciences, King Saud University, Riyadh, Saudi Arabia","Bees Algorithm; Demon algorithm; Faculty assignment problem; Faculty scheduling; Scheduling; Timetabling",,,,,,,"Science and Information Organization"
"Kumar, B.S., Bharghava, D., Kar, A.K., Igiri, C.P.","7401973397;57200614850;55911169300;57200618586;","Identification of suitable websites for digital marketing - An approach using bio-inspired computing",2018,"International Journal of Engineering and Technology(UAE)","7","1.2",,"239","245",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041912140&partnerID=40&md5=e47f88ad3d20a854d739c8e8c9f61350",,"Kumar, B.S.; Bharghava, D.; Kar, A.K.; Igiri, C.P.",,,,,,,,
"Sorbello R., Tramonte S., Calí C., Giardina M., Nishio S., Ishiguro H., Chella A.","8236824300;57193515104;55516780400;56896262900;23985862800;26643316500;35562825400;","An android architecture for bio-inspired honest signalling in Human-Humanoid Interaction",2018,"Biologically Inspired Cognitive Architectures","23",,,"27","34",,1,"10.1016/j.bica.2017.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037563346&doi=10.1016%2fj.bica.2017.12.001&partnerID=40&md5=f7062ac6285e11c3c347c101daa7f923","RoboticsLab, Department of Industrial and Digital Innovation (DIID), Universitá degli Studi di Palermo, Palermo, Italy; Dipartimento di Scienze Umanistiche, Universitá degli Studi di Palermo, Palermo, Italy; Intelligent Robotics Laboratory, Graduate School of Engineering Science, Osaka University, Osaka, Japan; Hiroshi Ishiguro Laboratories, Advanced Telecommunications Research Institute International, Kyoto, Japan; ICAR-CNR, Palermo, Italy","Sorbello, R., RoboticsLab, Department of Industrial and Digital Innovation (DIID), Universitá degli Studi di Palermo, Palermo, Italy; Tramonte, S., RoboticsLab, Department of Industrial and Digital Innovation (DIID), Universitá degli Studi di Palermo, Palermo, Italy; Calí, C., Dipartimento di Scienze Umanistiche, Universitá degli Studi di Palermo, Palermo, Italy; Giardina, M., RoboticsLab, Department of Industrial and Digital Innovation (DIID), Universitá degli Studi di Palermo, Palermo, Italy; Nishio, S., Intelligent Robotics Laboratory, Graduate School of Engineering Science, Osaka University, Osaka, Japan; Ishiguro, H., Intelligent Robotics Laboratory, Graduate School of Engineering Science, Osaka University, Osaka, Japan, Hiroshi Ishiguro Laboratories, Advanced Telecommunications Research Institute International, Kyoto, Japan; Chella, A., RoboticsLab, Department of Industrial and Digital Innovation (DIID), Universitá degli Studi di Palermo, Palermo, Italy, ICAR-CNR, Palermo, Italy","Geminoid robot; Honest signals; Human-Humanoid Interaction; Social robotics","Architecture; Robotics; Signal analysis; Body postures; Co-presence; Explanatory power; Humanoid interaction; Model generator; Robotic architectures; Social Metrics; Social robotics; Human robot interaction","Japan Society for the Promotion of Science",,,,"Sorbello, R.; RoboticsLab, Italy; email: rosario.sorbello@unipa.it","Elsevier B.V."
"Rosenberg A.L.","7402585708;","Bio-inspired pattern processing by cellular ANTomata",2018,"Journal of Cellular Automata","13","1-2",,"53","80",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028554537&partnerID=40&md5=64a5f51d1c98b21c11e7e9aa8275c20c","Computer and Information Science, Northeastern Univ, Boston, MA  02115, United States","Rosenberg, A.L., Computer and Information Science, Northeastern Univ, Boston, MA  02115, United States","Cellular ANTomaton; Cellular automaton; Cyclic pattern matching; Pattern assembly","Cellular automata; Linguistics; Pattern matching; All positions; Assembly problems; Bio-computing; Cellular ANTomaton; Cyclic patterns; Identification problem; Input patterns; Test Pattern; Problem solving",,,,,"Rosenberg, A.L.; Computer and Information Science, United States; email: rsnbrg@ccs.neu.edu","Old City Publishing"
"Prasad C.M.V.S., Rao K.R., Satish Kumar D., Prabhu A.V.","57215914568;57221021187;57216625791;57215917941;","Performance evaluation of power optimization in wireless sensor networks using particle swarm optimization",2018,"International Journal of Engineering and Technology(UAE)","7",,,"404","408",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082343366&partnerID=40&md5=3d975de576aa02474e0e7d913d4b4b11","Department of Electronics and Computer Science Engineering, Koneru Lakshmiah Education Foundation(Deemed to be University), Guntur, Andhra Pradesh, 522502, India; Department of Mathematics, Koneru Lakshmiah Education Foundation(Deemed to be University), Guntur, Andhra Pradesh, 522502, India","Prasad, C.M.V.S., Department of Electronics and Computer Science Engineering, Koneru Lakshmiah Education Foundation(Deemed to be University), Guntur, Andhra Pradesh, 522502, India; Rao, K.R., Department of Electronics and Computer Science Engineering, Koneru Lakshmiah Education Foundation(Deemed to be University), Guntur, Andhra Pradesh, 522502, India; Satish Kumar, D., Department of Mathematics, Koneru Lakshmiah Education Foundation(Deemed to be University), Guntur, Andhra Pradesh, 522502, India; Prabhu, A.V., Department of Electronics and Computer Science Engineering, Koneru Lakshmiah Education Foundation(Deemed to be University), Guntur, Andhra Pradesh, 522502, India","Bio-Inspired; Cluster; Power optimization; PSO; Wireless sensor networks",,,,,,"Prasad, C.M.V.S.; Department of Electronics and Computer Science Engineering, India; email: mohanchandaluru@gmail.co","Science Publishing Corporation Inc"
"Pijnacker Hordijk B.J., Scheper K.Y.W., de Croon G.C.H.E.","57199423085;55849285200;57197764997;","Vertical landing for micro air vehicles using event-based optical flow",2018,"Journal of Field Robotics","35","1",,"69","90",,19,"10.1002/rob.21764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038037581&doi=10.1002%2frob.21764&partnerID=40&md5=10e1a79d8627f25c8062bdc9f17fac20","Micro Air Vehicle Laboratory, Faculty of Aerospace Engineering, Delft University of Technology, Delft, 2629HS, Netherlands","Pijnacker Hordijk, B.J., Micro Air Vehicle Laboratory, Faculty of Aerospace Engineering, Delft University of Technology, Delft, 2629HS, Netherlands; Scheper, K.Y.W., Micro Air Vehicle Laboratory, Faculty of Aerospace Engineering, Delft University of Technology, Delft, 2629HS, Netherlands; de Croon, G.C.H.E., Micro Air Vehicle Laboratory, Faculty of Aerospace Engineering, Delft University of Technology, Delft, 2629HS, Netherlands","aerial robotics; bio-inspired methods; optical flow; perception; sensors","Cameras; Estimation; Landing; Micro air vehicle (MAV); Robots; Sensors; Sensory perception; Aerial robotics; Aperture problems; Bio-inspired methods; Computationally efficient; Divergence measurement; Miniature cameras; Optical flow estimation; Vertical landing; Optical flows",,,,,"de Croon, G.C.H.E.; Micro Air Vehicle Laboratory, Netherlands; email: g.c.h.e.decroon@tudelft.nl","John Wiley and Sons Inc."
"Mozaffari A.","56504017000;","Synchronous self-learning Pareto strategy: An ensemble framework for vector and multi-criterion optimization",2018,"International Journal of Intelligent Computing and Cybernetics","11","2",,"197","233",,,"10.1108/IJICC-05-2017-0050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047661458&doi=10.1108%2fIJICC-05-2017-0050&partnerID=40&md5=f839e106d020d354931061fe6c4a3982","Systems Design Engineering Department, University of Waterloo, Waterloo, Canada","Mozaffari, A., Systems Design Engineering Department, University of Waterloo, Waterloo, Canada","Self-organizing map; Swarm and evolutionary computation; Unsupervised machine assisted optimization; Vector optimization","Complex networks; Computational efficiency; Conformal mapping; Learning algorithms; Multiobjective optimization; Self organizing maps; Shape memory effect; Speech recognition; Stochastic systems; Unsupervised learning; Vectors; Bio-inspired algorithms; Design/methodology/approach; Multi-criterion optimization; Multi-objective problem; Neuro-evolutionary systems; Numerical optimization algorithms; Shape memory alloy actuators; Vector optimizations; Evolutionary algorithms",,,,,"Mozaffari, A.; Systems Design Engineering Department, Canada; email: amozaffa@uwaterloo.ca","Emerald Group Publishing Ltd."
"Kopsaftopoulos F., Nardari R., Li Y.-H., Chang F.-K.","16646031200;56418396000;55486191100;7403648849;","A stochastic global identification framework for aerospace structures operating under varying flight states",2018,"Mechanical Systems and Signal Processing","98",,,"425","447",,35,"10.1016/j.ymssp.2017.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022175702&doi=10.1016%2fj.ymssp.2017.05.001&partnerID=40&md5=728327dbe92e1bde039d48e5591c8f62","Department of Aeronautics and Astronautics, Stanford UniversityCA, United States","Kopsaftopoulos, F., Department of Aeronautics and Astronautics, Stanford UniversityCA, United States; Nardari, R., Department of Aeronautics and Astronautics, Stanford UniversityCA, United States; Li, Y.-H., Department of Aeronautics and Astronautics, Stanford UniversityCA, United States; Chang, F.-K., Department of Aeronautics and Astronautics, Stanford UniversityCA, United States","Aeroelasticity; Bio-inspired systems; Composite wing; Fly-by-feel; Functionally pooled models; Piezoelectric sensors; Stochastic system identification; Structural dynamics; Time series models; Wind tunnel experiments","Aerodynamics; Aeroelasticity; Angle of attack; Electric sensing devices; Microsensors; Network function virtualization; Piezoelectric devices; Piezoelectric transducers; Piezoelectricity; Sensor networks; Stochastic models; Stochastic systems; Structural dynamics; Time series; Vectors; Wind tunnels; Wings; Bioinspired systems; Composite wing; Fly-by-feel; Piezoelectric sensors; Time series models; Wind tunnel experiment; Parameter estimation",,,,,"Kopsaftopoulos, F.; Department of Aeronautics and Astronautics, United States; email: fkopsaf@stanford.edu","Academic Press"
"Conlan-Smith C., Bhattacharyya A., James K.A.","57190490180;57194764764;35932317300;","Optimal design of compliant mechanisms using functionally graded materials",2018,"Structural and Multidisciplinary Optimization","57","1",,"197","212",,15,"10.1007/s00158-017-1744-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022027075&doi=10.1007%2fs00158-017-1744-y&partnerID=40&md5=21041a4513e91670a522500ea99c9f33","Department of Aerospace Engineering, University of Illinois Urbana-Champaign, Urbana, IL, United States","Conlan-Smith, C., Department of Aerospace Engineering, University of Illinois Urbana-Champaign, Urbana, IL, United States; Bhattacharyya, A., Department of Aerospace Engineering, University of Illinois Urbana-Champaign, Urbana, IL, United States; James, K.A., Department of Aerospace Engineering, University of Illinois Urbana-Champaign, Urbana, IL, United States","Bio-inspired design; Compliant mechanism design; Functionally graded materials; Geometric non-linearity; Topology optimization","Compliant mechanisms; Machine design; Mechanisms; Sensitivity analysis; Shape optimization; Tensile testing; Topology; Adjoint sensitivity analysis; Bio-inspired designs; Functionally graded structure; Geometric non-linearity; Hyperelastic materials; Method of moving asymptotes; Solid isotropic material with penalization methods; Structural performance; Functionally graded materials","University of Illinois at Urbana-Champaign",,,,"Conlan-Smith, C.; Department of Aerospace Engineering, United States; email: conlans2@illinois.edu","Springer Verlag"
"Amador-Angulo L., Castillo O.","55903592800;7007101709;","A new fuzzy bee colony optimization with dynamic adaptation of parameters using interval type-2 fuzzy logic for tuning fuzzy controllers",2018,"Soft Computing","22","2",,"571","594",,37,"10.1007/s00500-016-2354-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988733152&doi=10.1007%2fs00500-016-2354-0&partnerID=40&md5=d7014b0a98e47d23c73a0a89f4d40de9","Division of Graduate Studies, Tijuana Institute of Technology, Tijuana, BC  22500, Mexico","Amador-Angulo, L., Division of Graduate Studies, Tijuana Institute of Technology, Tijuana, BC  22500, Mexico; Castillo, O., Division of Graduate Studies, Tijuana Institute of Technology, Tijuana, BC  22500, Mexico","Bee colony optimization; Bio-inspired algorithm; Footprint uncertainty; Fuzzy controller; Interval type-2 fuzzy logic system","Computer circuits; Controllers; Membership functions; Optimization; Reconfigurable hardware; Bee colony optimizations; Bio-inspired algorithms; Footprint uncertainty; Fuzzy controllers; Interval type-2 fuzzy logic systems; Fuzzy logic",,,,,"Castillo, O.; Division of Graduate Studies, Mexico; email: ocastillo@tectijuana.mx","Springer Verlag"
"Boudia M.A., Hamou R.M., Amine A.","56685487800;40461489200;24721247800;","Comparative study between two swarm intelligence automatic text summaries: Social spiders vs social bees",2018,"International Journal of Applied Metaheuristic Computing","9","1",,"15","39",,1,"10.4018/IJAMC.2018010102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056708454&doi=10.4018%2fIJAMC.2018010102&partnerID=40&md5=251052e8a33e2667a48bc267ae9194bb","GeCoDe Laboratory, Department of Computer Science, Tahar Moulay University of Saïda, Algeria","Boudia, M.A., GeCoDe Laboratory, Department of Computer Science, Tahar Moulay University of Saïda, Algeria; Hamou, R.M., GeCoDe Laboratory, Department of Computer Science, Tahar Moulay University of Saïda, Algeria; Amine, A., GeCoDe Laboratory, Department of Computer Science, Tahar Moulay University of Saïda, Algeria","Automatic summary extraction; Comparative study; Data mining; F-measure; Optimization; ROUGE; Scoring; Similarity; Social bees; Social spider",,,,,,,"IGI Global"
"Vidal P.J., Olivera A.C.","36005552200;24483934200;","Solving the DNA fragment assembly problem with a parallel discrete firefly algorithm implemented on GPU",2018,"Computer Science and Information Systems","15","2",,"273","293",,3,"10.2298/CSIS170510009V","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049893164&doi=10.2298%2fCSIS170510009V&partnerID=40&md5=3bcd820baa9b4b0f0f3f8fe86e2c03d4","Centro de Investigaciones y Transferencia Golfo San Jorge, CONICET, Universidad Nacional de la Patagonia Austral, Ruta Nº 3, Caleta Olivia, 9011, Argentina; Centro de Investigaciones y Transferencia Golfo San Jorge, Department of Exact and Natural Sciences, CONICET, Universidad Nacional de la Patagonia Austral, Ruta Nº 3, Caleta Olivia, 9011, Argentina","Vidal, P.J., Centro de Investigaciones y Transferencia Golfo San Jorge, CONICET, Universidad Nacional de la Patagonia Austral, Ruta Nº 3, Caleta Olivia, 9011, Argentina; Olivera, A.C., Centro de Investigaciones y Transferencia Golfo San Jorge, Department of Exact and Natural Sciences, CONICET, Universidad Nacional de la Patagonia Austral, Ruta Nº 3, Caleta Olivia, 9011, Argentina","DNA fragment assembly problem; Firefly algorithm; Graphic processing units; Parallelism",,"Agencia Nacional de Promoción Científica y Tecnológica

Universidad Nacional de la Patagonia Austral","Authors thank to Agencia Nacional de Promoción Científica y Tecnológica for grant PICT 2014-0430 and grantPIP 2015-2017 from Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET). Authors are thankful to Universidad Nacional de la Patagonia Austral (UNPA). In the same way, the work of Pablo Javier Vidal and Ana Carolina Olivera has been partially funded by the PI-UNPA 29/B209.",,,,"ComSIS Consortium"
"Tiwari D., Singh S., Sharma S.","57213288784;56175833100;55574195685;","Application of viral system algorithm in load balancing of cloud environment",2018,"Journal of Computer Science","14","7",,"908","918",,,"10.3844/jcssp.2018.908.918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052865260&doi=10.3844%2fjcssp.2018.908.918&partnerID=40&md5=c0393bd4aa756933a6866a185489552a","Department of Computer Science and Engineering, Bansal Institute of Science and Technology, Bhopal, India; Department of Computer Engineering and Applications, National Institute of Technical Teachers Training and Research, Bhopal, India; Department of School of Information Technology, Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal, India","Tiwari, D., Department of Computer Science and Engineering, Bansal Institute of Science and Technology, Bhopal, India; Singh, S., Department of Computer Engineering and Applications, National Institute of Technical Teachers Training and Research, Bhopal, India; Sharma, S., Department of School of Information Technology, Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal, India","Cloud computing; Load balancing; Task scheduling; Viral system algorithm",,,,,,"Tiwari, D.; Department of Computer Science and Engineering, India; email: damodarptiwari21@gmail.com","Science Publications"
